ESTU_TIPODOCUMENTO_PRO,ESTU_GENERO_PRO,ESTU_FECHANACIMIENTO_PRO,PERIODO_PRO,ESTU_CONSECUTIVO_PRO,ESTU_DEPTO_RESIDE_PRO,ESTU_MCPIO_RESIDE_PRO,ESTU_AREARESIDE,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,FAMI_ESTRATOVIVIENDA_PRO,FAMI_TIENEINTERNET,ESTU_HORASSEMANATRABAJA,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_NUCLEO_PREGRADO,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_COMUNI_ESCRITA_PUNT,PUNT_GLOBAL,CONSECUTIVO_SABERPRO,CONSECUTIVO_SABER11,ESTU_TIPODOCUMENTO_11,ESTU_GENERO_11,ESTU_FECHANACIMIENTO_11,PERIODO_11,ESTU_CONSECUTIVO_11,ESTU_DEPTO_RESIDE_11,ESTU_MCPIO_RESIDE_11,FAMI_ESTRATOVIVIENDA_11,COLE_CARACTER,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,FACULTAD,CAMPUS
CC,F,17/09/1996,20195,EK201950135842,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,125,130,147,172,134.0,142,EK201950135842,SB11201320105542,TI,F,17/09/1996,20132,SB11201320105542,CORDOBA,SAHAGUN,Estrato 1,ACADEMICO,67,62,60,64,52,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,18/05/1996,20195,EK201950135811,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,150,115,95,126,145.0,126,EK201950135811,SB11201320373401,TI,M,18/05/1996,20132,SB11201320373401,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,60,52,58,60,58,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,28/05/1997,20195,EK201950135932,CORDOBA,CIENAGA DE ORO,AREA RURAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,145,179,187,152,138.0,160,EK201950135932,SB11201420446385,TI,M,28/05/1997,20142,SB11201420446385,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,67,64,65,50,59,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,15/07/1996,20195,EK201950135806,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,SI,NO,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,153,140,138,151,134.0,143,EK201950135806,SB11201220455509,TI,M,07/07/1996,20122,SB11201220455509,CORDOBA,PLANETA RICA,Estrato 1,ACADEMICO,59,55,55,66,62,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,24/02/1997,20195,EK201950135880,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,183,178,144,153,149.0,161,EK201950135880,SB11201220447433,TI,M,24/02/1997,20122,SB11201220447433,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,65,44,60,79,75,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,19/11/1997,20195,EK201950135950,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,182,202,191,162,162.0,180,EK201950135950,SB11201420318199,TI,M,19/11/1997,20142,SB11201420318199,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,64,52,67,61,76,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,F,10/01/1997,20195,EK201950135780,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,157,158,159,156,178.0,162,EK201950135780,SB11201320041481,TI,F,10/01/1997,20132,SB11201320041481,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,73,59,74,62,71,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,02/11/1997,20195,EK201950135940,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,194,193,123,197,152.0,172,EK201950135940,SB11201420490013,TI,M,02/11/1997,20142,SB11201420490013,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,75,66,57,69,72,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,14/01/1997,20195,EK201950135909,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,220,192,200,171,160.0,189,EK201950135909,SB11201320107433,TI,M,14/01/1997,20132,SB11201320107433,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,65,68,74,70,71,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,26/01/1997,20195,EK201950135818,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,173,132,124,176,196.0,160,EK201950135818,SB11201220446968,TI,M,26/01/1997,20122,SB11201220446968,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,52,60,54,62,68,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,F,05/02/1997,20195,EK201950135847,CORDOBA,COTORRA,AREA RURAL,NO,NO,SI,NO,Estrato 2,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,112,117,131,121,146.0,125,EK201950135847,SB11201320077599,TI,F,05/02/1997,20132,SB11201320077599,CORDOBA,COTORRA,Estrato 1,ACADEMICO,49,42,46,48,34,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,30/09/1997,20195,EK201950135845,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,INGENIERIA INDUSTRIAL,PRESENCIAL,INGENIERIA INDUSTRIAL Y AFINES,172,191,193,151,130.0,167,EK201950135845,SB11201320424275,TI,M,30/09/1997,20132,SB11201320424275,CORDOBA,MONTERIA,Estrato 3,ACADEMICO,62,50,60,70,58,FACULTAD DE INGENIERIAS,CAMPUS MONTERIA
CC,M,08/07/1999,20195,EK201950283413,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,156,154,130,115,142.0,139,EK201950283413,SB11201520416223,CR,M,08/07/1999,20152,SB11201520416223,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,63,50,53,65,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,29/04/1996,20195,EK201950286695,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,166,145,152,150,165.0,156,EK201950286695,SB11201220448620,TI,F,29/04/1996,20122,SB11201220448620,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,59,43,47,50,55,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,14/04/1999,20195,EK201950314317,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,NO,Sin Estrato,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,114,87,111,121,119.0,110,EK201950314317,SB11201520452653,TI,F,14/04/1999,20152,SB11201520452653,CORDOBA,LORICA,Estrato 1,ACADEMICO,47,46,44,50,42,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,29/04/1999,20195,EK201950286378,CORDOBA,PUEBLO NUEVO,AREA RURAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,158,149,194,136,163.0,160,EK201950286378,SB11201520425059,TI,M,29/04/1999,20152,SB11201520425059,CORDOBA,PUEBLO NUEVO,Estrato 1,ACADEMICO,70,46,62,67,56,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,21/08/1999,20195,EK201950286783,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,121,151,138,148,114.0,134,EK201950286783,SB11201520470797,TI,M,21/08/1999,20152,SB11201520470797,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,65,49,50,34,54,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,22/09/1995,20195,EK201950286406,CORDOBA,MONTERIA,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,116,88,80,133,138.0,111,EK201950286406,SB11201220445870,TI,F,22/09/1995,20122,SB11201220445870,CORDOBA,MONTERIA,Estrato 1,TECNICOACADEMICO,38,41,48,41,44,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,25/08/1995,20195,EK201950286397,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,145,127,125,146,134.0,135,EK201950286397,SB11201220540540,TI,M,25/08/1995,20122,SB11201220540540,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,44,48,46,52,53,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,02/05/1996,20195,EK201950286282,CORDOBA,MOITOS,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,173,147,144,131,142.0,147,EK201950286282,SB11201420383388,TI,M,02/05/1996,20142,SB11201420383388,CORDOBA,MOITOS,Estrato 1,ACADEMICO,59,49,54,64,57,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,16/10/1998,20195,EK201950286759,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,120,166,69,131,111.0,119,EK201950286759,SB11201520303130,TI,M,16/10/1998,20152,SB11201520303130,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,59,44,57,49,48,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,12/04/1999,20195,EK201950283396,CORDOBA,PUEBLO NUEVO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,150,108,119,133,173.0,137,EK201950283396,SB11201520341921,TI,F,23/02/1999,20152,SB11201520341921,CORDOBA,PUEBLO NUEVO,Estrato 1,TECNICOACADEMICO,45,44,53,40,49,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,12/10/1999,20195,EK201950283378,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,140,160,103,145,146.0,139,EK201950283378,SB11201520472551,TI,M,12/10/1999,20152,SB11201520472551,CORDOBA,LORICA,Estrato 1,ACADEMICO,46,40,60,44,52,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,28/07/1998,20195,EK201950283356,CORDOBA,CERETE,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,110,153,141,128,107.0,128,EK201950283356,SB11201420332926,TI,F,27/07/1998,20142,SB11201420332926,CORDOBA,CERETE,Estrato 1,ACADEMICO,56,42,55,50,57,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,28/06/1996,20195,EK201950287044,CORDOBA,SAN PELAYO,AREA RURAL,NO,NO,SI,SI,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,118,144,130,146,165.0,141,EK201950287044,SB11201220450833,TI,M,01/07/1996,20122,SB11201220450833,CORDOBA,SAN PELAYO,Estrato 1,ACADEMICO,59,55,51,59,58,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,06/12/1997,20195,EK201950283596,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,112,127,146,124,171.0,136,EK201950283596,SB11201420146724,TI,F,16/12/1997,20142,SB11201420146724,CORDOBA,LORICA,Estrato 1,ACADEMICO,57,41,51,49,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,12/08/1997,20195,EK201950347459,CORDOBA,CERETE,AREA RURAL,NO,NO,NO,SI,,NAN,NAN,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,165,176,142,97,152.0,146,EK201950347459,SB11201420457949,TI,M,12/08/1997,20142,SB11201420457949,CORDOBA,CERETE,Estrato 1,ACADEMICO,71,45,60,55,56,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,14/11/1997,20195,EK201950286735,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,130,130,103,138,142.0,129,EK201950286735,SB11201520419918,TI,F,14/11/1997,20152,SB11201520419918,CORDOBA,SAHAGUN,Estrato 1,ACADEMICO,57,44,53,46,51,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,19/02/1997,20195,EK201950286307,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,SI,NO,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,132,162,169,150,146.0,152,EK201950286307,SB11201420517231,TI,M,19/02/1997,20142,SB11201420517231,CORDOBA,MONTERIA,Estrato 1,TECNICOACADEMICO,62,47,54,61,59,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,07/04/1999,20195,EK201950286348,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,129,178,117,135,140.0,140,EK201950286348,SB11201520550574,TI,F,07/04/1999,20152,SB11201520550574,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,58,52,60,52,59,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,15/06/1994,20195,EK201950283390,CORDOBA,PUEBLO NUEVO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,135,99,100,128,146.0,122,EK201950283390,SB11201220455244,TI,M,15/06/1994,20122,SB11201220455244,CORDOBA,PUEBLO NUEVO,Estrato 1,TECNICOACADEMICO,56,39,45,50,50,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,08/06/1999,20195,EK201950283624,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,100,156,152,78,125.0,122,EK201950283624,SB11201520328115,TI,M,08/06/1999,20152,SB11201520328115,BOLIVAR,SAN FERNANDO,Estrato 1,TECNICO,62,46,53,47,52,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,30/10/1997,20195,EK201950283817,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,122,139,136,110,176.0,137,EK201950283817,SB11201320550869,TI,F,30/10/1997,20132,SB11201320550869,BOLIVAR,EL CARMEN DE BOLIVAR,Estrato 1,ACADEMICO,48,48,47,50,53,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,03/03/1996,20195,EK201950286752,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,NO,SI,,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,142,110,132,138,100.0,124,EK201950286752,SB11201220141567,TI,M,03/03/1996,20122,SB11201220141567,ANTIOQUIA,CHIGORODO,Estrato 2,ACADEMICO,55,38,50,55,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,24/07/1994,20195,EK201950286278,CORDOBA,PUERTO LIBERTADOR,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,104,117,167,139,145.0,134,EK201950286278,SB11201220455936,TI,M,24/07/1994,20122,SB11201220455936,CORDOBA,PUERTO LIBERTADOR,Estrato 1,ACADEMICO,51,44,52,43,51,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,08/06/1999,20195,EK201950286773,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,161,138,114,106,144.0,133,EK201950286773,SB11201520318064,TI,M,08/06/1999,20152,SB11201520318064,CORDOBA,CERETE,Estrato 1,ACADEMICO,56,43,51,55,56,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,15/04/1998,20195,EK201950286272,CORDOBA,LORICA,AREA RURAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,134,159,190,183,144.0,162,EK201950286272,SB11201420312299,TI,M,15/04/1998,20142,SB11201420312299,CORDOBA,LORICA,Estrato 1,ACADEMICO,62,58,61,44,59,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,31/07/1997,20195,EK201950287064,CORDOBA,SAN PELAYO,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,118,151,166,161,121.0,143,EK201950287064,SB11201320287853,TI,M,31/07/1997,20132,SB11201320287853,CORDOBA,SAN PELAYO,Estrato 1,ACADEMICO,46,46,40,56,52,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,12/01/1996,20195,EK201950286694,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,144,139,166,145,169.0,153,EK201950286694,SB11201220558459,TI,F,12/01/1996,20122,SB11201220558459,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,53,54,55,54,55,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,20/08/1996,20195,EK201950286850,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,97,86,88,123,146.0,108,EK201950286850,SB11201220451595,TI,M,20/08/1996,20122,SB11201220451595,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,45,46,43,61,47,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,03/09/1996,20195,EK201950287070,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,SI,NO,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,115,153,145,97,152.0,132,EK201950287070,SB11201420579911,TI,M,03/09/1996,20142,SB11201420579911,CORDOBA,CERETE,Estrato 1,ACADEMICO,56,51,56,53,49,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,21/05/1995,20195,EK201950283748,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,120,167,134,152,147.0,144,EK201950283748,SB11201220450818,TI,M,21/05/1995,20122,SB11201220450818,CORDOBA,SAN PELAYO,Estrato 1,ACADEMICO,55,49,62,52,58,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,23/05/1999,20195,EK201950283516,CORDOBA,CHINU,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,118,170,169,145,145.0,149,EK201950283516,SB11201520498285,TI,F,23/05/1999,20152,SB11201520498285,CORDOBA,CHINU,Estrato 1,ACADEMICO,59,50,51,44,53,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,06/11/1996,20195,EK201950286247,CORDOBA,CHIMA,AREA RURAL,SI,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,PRESENCIAL,EDUCACION,123,107,88,141,107.0,113,EK201950286247,SB11201320463862,CR,M,06/11/1996,20132,SB11201320463862,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,40,36,40,40,38,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
